"","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures"
"1238","82","1659","10","121212","english","cloud","1","green","0.2","blue","1","solid","0.65","square","0.25","polka-dotted","0.25",NA,NA,NA,NA,NA,NA,"333","111","111","False","6"
"1239","82","572","11","213212","english","striped","0.25","cloud","1","red","0.25","green","1","polka-dotted","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"123","133","132","True","5"
"1240","82","1720","12","212112","english","circle","0.25","polka-dotted","0.25","cloud","1","blue","1","solid","0.4","red","0.15",NA,NA,NA,NA,NA,NA,"211","111","132","True","6"
"1241","82","432","13","321112","english","red","0.25","striped","0.1","blue","0.05","solid","0.15","green","0.25","cloud","1",NA,NA,NA,NA,NA,NA,"113","122","121","True","6"
"1242","82","1170","14","212232","english","blue","1","circle","1","green","0.2","striped","1","polka-dotted","0.25",NA,NA,NA,NA,NA,NA,NA,NA,"221","231","223","True","5"
"1243","82","1419","15","322111","english","polka-dotted","0.35","green","1","striped","0.35","solid","0.2","cloud","0.2","square","1",NA,NA,NA,NA,NA,NA,"313","323","133","True","6"
"1244","82","1021","16","212212","english","square","0.25","red","0.15","cloud","1","green","0.95","polka-dotted","0.15","striped","0.2",NA,NA,NA,NA,NA,NA,"123","333","132","True","6"
"1245","82","1271","17","111111","english","green","0.1","blue","0.15","red","0.15","polka-dotted","0.1","solid","0.2","striped","0.15","circle","0.15","square","0.1","cloud","0.05","122","311","233","False","9"
"1246","83","1163","3","212232","English","red","0.2","square","0.6","cloud","0.35","solid","0.55","green","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"313","312","113","True","5"
"1247","83","1122","4","321212","English","striped","0.3","cloud","0.7","solid","0.6","blue","0.85","square","0.35",NA,NA,NA,NA,NA,NA,NA,NA,"321","111","111","True","5"
"1248","83","1651","5","121212","English","green","0.65","solid","0.25","red","0.25","square","0.7","striped","0.7","cloud","0.35",NA,NA,NA,NA,NA,NA,"112","323","323","False","6"
"1249","83","414","6","321112","English","striped","0.9","blue","0.3","square","0.3","green","0.35","cloud","0.6","red","0.35",NA,NA,NA,NA,NA,NA,"322","123","121","True","6"
"1250","83","176","7","323212","English","green","0.95","striped","0.45","circle","0.6","polka-dotted","0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","233","233","True","4"
"1251","83","530","8","112132","English","green","0.35","red","0.3","blue","0.25","square","0.2","solid","0.85","circle","0.65",NA,NA,NA,NA,NA,NA,"211","213","312","True","6"
"1252","83","1990","9","323232","English","circle","1","striped","1","green","0.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"1253","83","1660","10","121212","English","solid","0.15","red","0.65","square","0.65","green","0.2","cloud","0.25","striped","0.65",NA,NA,NA,NA,NA,NA,"113","322","322","False","6"
"1254","83","1682","11","121212","English","cloud","0.65","square","0.3","striped","0.65","green","0.15","blue","0.65","polka-dotted","0.35",NA,NA,NA,NA,NA,NA,"333","121","121","False","6"
"1255","83","313","12","213211","English","circle","0.3","solid","0.65","square","0.25","polka-dotted","0.35","green","1","cloud","0.35",NA,NA,NA,NA,NA,NA,"113","213","333","True","6"
"1256","83","199","13","323212","English","circle","1","red","0.65","solid","0.85","green","0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","212","212","True","4"
"1257","83","1585","14","322121","English","blue","1","circle","0.6","solid","0.6","polka-dotted","0.3","cloud","0.35",NA,NA,NA,NA,NA,NA,NA,NA,"211","211","131","True","5"
"1258","83","99","15","122111","English","striped","0.3","blue","0.35","red","0.25","green","0.25","circle","0.2","cloud","0.6","polka-dotted","0.65",NA,NA,NA,NA,"122","133","231","True","7"
"1259","83","1955","16","323232","English","striped","1","red","1","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322","322","322","False","3"
"1260","83","516","17","112132","English","polka-dotted","0.4","striped","0.3","circle","0.9","blue","0.3","solid","0.35","red","0.65",NA,NA,NA,NA,NA,NA,"222","212","231","True","6"
"1261","84","1299","3","111111","english","red","1","circle","1","polka-dotted","1","striped","1","square","1","green","1","blue","1","cloud","0.8","solid","1","122","233","311","False","9"
"1262","84","935","4","212121","english","cloud","0.7","circle","1","green","0.75","solid","1","polka-dotted","1","red","1",NA,NA,NA,NA,NA,NA,"133","133","212","False","6"
"1263","84","1420","5","322111","english","cloud","1","polka-dotted","0","circle","1","striped","1","square","1","red","0",NA,NA,NA,NA,NA,NA,"232","332","122","True","6"
"1264","84","1440","6","322111","english","polka-dotted","1","striped","1","solid","1","square","1","green","0","circle","0",NA,NA,NA,NA,NA,NA,"223","233","313","True","6"
"1265","84","438","7","321112","english","solid","1","green","1","striped","1","blue","0","polka-dotted","1","cloud","0",NA,NA,NA,NA,NA,NA,"123","111","131","True","6"
"1266","84","1955","8","323232","english","striped","1","red","1","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322","322","322","False","3"
"1267","84","542","9","112132","english","green","0","square","1","cloud","1","solid","0","circle","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,"213","113","333","True","6"
"1268","84","1694","10","121212","english","blue","0.3","cloud","1","solid","1","square","0.3","green","1","striped","0.3",NA,NA,NA,NA,NA,NA,"113","321","321","False","6"
"1269","84","1034","11","212212","english","cloud","1","polka-dotted","1","green","0","circle","0","blue","1","striped","0",NA,NA,NA,NA,NA,NA,"221","123","233","True","6"
"1270","84","2161","12","121111","english","solid","1","red","1","circle","0","polka-dotted","1","blue","1","striped","1","green","1","square","1",NA,NA,"333","211","222","True","8"
"1271","84","1740","13","212112","english","red","0","cloud","0","green","1","polka-dotted","1","square","1","solid","0",NA,NA,NA,NA,NA,NA,"113","112","332","True","6"
"1272","84","2134","14","111112","english","cloud","1","green","1","circle","1","square","1","red","1","solid","0","polka-dotted","1","blue","1",NA,NA,"133","312","211","True","8"
"1273","84","2231","15","323211","english","circle","1","red","0","square","1","solid","0","cloud","1",NA,NA,NA,NA,NA,NA,NA,NA,"112","312","212","True","5"
"1274","84","936","16","212121","english","circle","1","square","0","blue","1","red","0","striped","1","polka-dotted","0",NA,NA,NA,NA,NA,NA,"332","332","221","False","6"
"1275","84","1246","17","112112","english","solid","0","red","1","cloud","0","blue","1","striped","1","green","1","circle","1",NA,NA,NA,NA,"212","111","123","True","7"
"1276","85","735","3","212122","English","red","0","cloud","0","solid","0","square","0","polka-dotted","1","blue","0",NA,NA,NA,NA,NA,NA,"132","112","331","True","6"
"1277","85","906","4","212121","English","red","0","striped","0.5","square","0","solid","0","circle","0","blue","0",NA,NA,NA,NA,NA,NA,"312","312","221","False","6"
"1278","85","114","5","212111","English","square","0","solid","0.5","striped","0","green","0","circle","0","blue","0.5","cloud","0",NA,NA,NA,NA,"311","211","123","True","7"
"1279","85","946","6","212121","English","cloud","0","square","0","red","0","striped","0","polka-dotted","0","blue","0",NA,NA,NA,NA,NA,NA,"321","321","132","False","6"
"1280","85","1740","7","212112","English","cloud","1","green","0.5","square","0","polka-dotted","0","red","0.5","solid","1",NA,NA,NA,NA,NA,NA,"113","112","332","True","6"
"1281","85","1741","8","212112","English","circle","0","cloud","1","solid","0","red","0.25","green","0","polka-dotted","1",NA,NA,NA,NA,NA,NA,"133","132","212","True","6"
"1282","85","2208","9","323211","English","green","0","solid","0","circle","1","red","0","blue","0",NA,NA,NA,NA,NA,NA,NA,NA,"211","212","213","True","5"
"1283","85","2339","10","123232","English","red","0","circle","0","striped","1","square","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222","322","322","True","4"
"1284","85","1842","11","122121","English","striped","0.5","circle","0","green","0","red","0","polka-dotted","0","cloud","0.5",NA,NA,NA,NA,NA,NA,"122","123","233","True","6"
"1285","85","167","12","323212","English","cloud","1","blue","0.5","polka-dotted","0","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","131","131","True","4"
"1286","85","1294","13","111111","English","circle","0","green","0","striped","0","square","0","solid","0","cloud","0","polka-dotted","0","red","0","blue","0","112","323","231","False","9"
"1287","85","1995","14","323232","English","polka-dotted","0.5","blue","0.5","cloud","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","131","131","False","3"
"1288","85","903","15","212121","English","green","0","striped","0","cloud","0","solid","0","red","0","square","0",NA,NA,NA,NA,NA,NA,"323","323","112","False","6"
"1289","85","27","16","122112","English","cloud","1","blue","0.15","square","0","polka-dotted","0","red","0","solid","1",NA,NA,NA,NA,NA,NA,"331","111","112","True","6"
"1290","85","1639","17","211112","English","circle","0","solid","0","cloud","0","polka-dotted","0","blue","0","square","0","green","0.5",NA,NA,NA,NA,"233","313","111","True","7"
"1291","86","1253","3","111111","English","circle","0.9","cloud","0","square","0.95","red","0.95","striped","0.95","polka-dotted","0.95","blue","0.95","green","0.95","solid","0.95","322","211","133","False","9"
"1292","86","1877","4","123212","English","cloud","0.05","red","0.95","striped","0.95","circle","0.95","green","0",NA,NA,NA,NA,NA,NA,NA,NA,"123","222","222","True","5"
"1293","86","1265","5","111111","English","red","0.8","polka-dotted","0.95","green","0.95","striped","0.95","square","0.95","cloud","0.75","circle","0.95","blue","0.75","solid","0.85","321","112","233","False","9"
"1294","86","1593","6","322121","English","striped","0.95","blue","0.95","polka-dotted","0.05","square","1","red","0",NA,NA,NA,NA,NA,NA,NA,NA,"321","321","332","True","5"
"1295","86","1249","7","112112","English","solid","0.25","square","0","striped","0.65","red","0.85","green","0","blue","0.85","cloud","0.75",NA,NA,NA,NA,"323","122","111","True","7"
"1296","86","4","8","122112","English","green","0.75","striped","0.8","circle","0","polka-dotted","0.75","blue","0.75","cloud","0.8",NA,NA,NA,NA,NA,NA,"123","131","231","True","6"
"1297","86","123","9","212111","English","circle","0.05","red","1","blue","0","solid","0.85","striped","0","square","0.95","polka-dotted","0.85",NA,NA,NA,NA,"312","332","221","True","7"
"1298","86","2336","10","123232","English","red","0.95","cloud","0.95","blue","0.75","solid","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","112","112","True","4"
"1299","86","1973","11","323232","English","green","1","circle","1","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"1300","86","1659","12","121212","English","solid","0.25","cloud","0.95","blue","1","polka-dotted","0","square","0","green","0",NA,NA,NA,NA,NA,NA,"333","111","111","False","6"
"1301","86","2275","13","213232","English","blue","0.95","circle","1","polka-dotted","0.75","striped","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","231","True","4"
"1302","86","1752","14","322132","English","polka-dotted","1","cloud","0.8","red","1","circle","0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","132","232","True","4"
"1303","86","2104","15","111112","English","red","0.65","square","0.65","polka-dotted","0.65","striped","0.7","green","1","circle","0.65","cloud","0.7","solid","0.65",NA,NA,"112","233","323","True","8"
"1304","86","1317","16","122122","English","blue","0.4","square","0","striped","0.95","polka-dotted","0.6","red","0.9","circle","1",NA,NA,NA,NA,NA,NA,"322","221","232","True","6"
"1305","86","931","17","212121","English","square","0.35","blue","0.95","circle","1","solid","0.85","striped","0.95","red","0.35",NA,NA,NA,NA,NA,NA,"221","221","312","False","6"
"1306","87","1247","3","112112","English","solid","0","striped","1","square","0","circle","1","polka-dotted","0","blue","0","green","1",NA,NA,NA,NA,"211","223","333","True","7"
"1307","87","1684","4","121212","English","circle","1","square","0","red","1","green","0","striped","1","solid","0",NA,NA,NA,NA,NA,NA,"222","313","313","False","6"
"1308","87","1695","5","121212","English","cloud","1","solid","1","striped","0","red","1","green","0.05","circle","0",NA,NA,NA,NA,NA,NA,"112","223","223","False","6"
"1309","87","904","6","212121","English","solid","1","cloud","1","green","0.05","red","0.95","striped","0.05","circle","0",NA,NA,NA,NA,NA,NA,"223","223","112","False","6"
"1310","87","54","7","122111","English","circle","0.95","cloud","0","red","0.05","polka-dotted","0.95","green","1","square","0","striped","0",NA,NA,NA,NA,"233","132","322","True","7"
"1311","87","2137","8","111112","English","circle","0.05","striped","0.05","blue","0.95","cloud","0","polka-dotted","0","red","0","solid","0.95","square","0.95",NA,NA,"122","231","311","True","8"
"1312","87","2281","9","213232","English","polka-dotted","0.95","cloud","0.95","striped","0.05","green","0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123","123","133","True","4"
"1313","87","1499","10","123211","English","striped","0.95","polka-dotted","0.05","circle","0","blue","1","square","0","solid","0.95",NA,NA,NA,NA,NA,NA,"231","311","321","True","6"
"1314","87","1961","11","323232","English","green","1","solid","1","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","313","313","False","3"
"1315","87","367","12","122132","English","square","0.05","circle","1","polka-dotted","1","green","1","striped","0",NA,NA,NA,NA,NA,NA,NA,NA,"233","223","323","True","5"
"1316","87","1737","13","212112","English","blue","1","striped","0","polka-dotted","1","square","1","red","0","cloud","0",NA,NA,NA,NA,NA,NA,"331","332","122","True","6"
"1317","87","1458","14","123211","English","solid","1","circle","0","cloud","1","polka-dotted","0","square","0","red","1",NA,NA,NA,NA,NA,NA,"112","232","332","True","6"
"1318","87","336","15","213211","English","striped","0","circle","0","polka-dotted","1","blue","1","cloud","0","square","1",NA,NA,NA,NA,NA,NA,"221","121","331","True","6"
"1319","87","2000","16","323232","English","striped","1","circle","1","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","221","False","3"
"1320","87","1806","17","122121","English","circle","1","cloud","0","green","0","solid","1","striped","0","blue","1",NA,NA,NA,NA,NA,NA,"211","111","123","True","6"
"1321","88","1966","3","323232","English","cloud","0.05","green","1","polka-dotted","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","133","133","False","3"
"1322","88","1780","4","322132","English","blue","0.05","striped","1","circle","1","red","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","222","True","4"
"1323","88","941","5","212121","English","polka-dotted","0.05","green","0.05","circle","1","blue","0.05","solid","0.05","cloud","0.05",NA,NA,NA,NA,NA,NA,"211","211","133","False","6"
"1324","88","588","6","213212","English","square","0.05","circle","0.05","red","1","solid","0","polka-dotted","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"332","232","212","True","5"
"1325","88","456","7","211111","English","square","0","blue","0.05","polka-dotted","0.7","green","0.05","red","0.05","striped","0","cloud","0.05","circle","0.05",NA,NA,"332","233","121","True","8"
"1326","88","856","8","112122","English","circle","0.05","square","0.05","green","0.05","solid","0.05","blue","0","polka-dotted","0.65","red","0.05",NA,NA,NA,NA,"231","212","333","True","7"
"1327","88","1288","9","111111","English","cloud","0","polka-dotted","0","solid","0","circle","0","red","0.05","green","0.4","square","0.05","striped","0.1","blue","0","311","233","122","False","9"
"1328","88","993","10","121112","English","polka-dotted","0.75","striped","0","square","0","red","0.05","circle","0.05","green","0.05","blue","0.05",NA,NA,NA,NA,"222","331","333","True","7"
"1329","88","1979","11","323232","English","square","0.95","green","0.95","solid","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","313","313","False","3"
"1330","88","927","12","212121","English","green","0.05","polka-dotted","0.8","blue","0.75","solid","0.05","cloud","0.05","circle","0",NA,NA,NA,NA,NA,NA,"131","131","213","False","6"
